age,sex,admission_category,province,world_region,speaks_official_language,education_level,family_size,field_of_study,previous_occupation,occupation_category,years_of_experience,teer_category,credential_recognition_status,regulated_profession,employment_probability,employed,employment_category,employment_occupation,employment_sector,occupationally_downgraded,annual_income,months_to_employment,rent_to_income_ratio,housing_affordable,affordability_score
34,M,Family Sponsored,Ontario,East Asia,1,Postgraduate,2,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,4,TEER 5,Not Recognized,0,0.5841605615587884,1,Sales & Service,Food Service Supervisor,Retail Trade,1,34200.0,6,0.74,0,0.422
34,M,Family Sponsored,Ontario,East Asia,1,University,1,Manufacturing Technology,Machine Operator,Manufacturing & Utilities,6,TEER 5,Partially Recognized,0,0.6177187491049744,1,Manufacturing & Utilities,Machine Operator,Transportation & Warehousing,0,28000.0,4,0.9,0,0.379
36,M,Family Sponsored,Ontario,East Asia,1,College,5,Business Administration,Cashier,Sales & Service,9,TEER 4,Not Assessed,0,0.5792941926456321,0,Not Employed,Not Employed,Not Applicable,0,0.0,16,1.75,0,0.232
48,M,Family Sponsored,Ontario,East Asia,0,University,4,Computer Science,Software Developer,Natural & Applied Sciences,21,TEER 1,Not Recognized,0,0.5349122603130428,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Manufacturing,1,37500.0,71,0.67,0,0.43
43,M,Family Sponsored,Ontario,East Asia,1,College,1,Business Administration,Retail Sales Associate,Sales & Service,16,TEER 4,Not Recognized,0,0.5792941926456321,1,Sales & Service,Customer Service Representative,Retail Trade,0,25100.0,11,1.0,0,0.332
27,M,Family Sponsored,Ontario,East Asia,0,University,2,Pharmacy,Dentist,Health,0,TEER 1,Fully Recognized,1,0.5398842455980108,0,Not Employed,Not Employed,Not Applicable,0,0.0,9,1.75,0,0.216
49,M,Family Sponsored,Ontario,East Asia,0,University,3,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",16,TEER 2,Not Recognized,0,0.5349122603130428,0,Not Employed,Not Employed,Not Applicable,0,0.0,1,1.75,0,0.214
34,M,Family Sponsored,Ontario,East Asia,0,University,2,Communications,Cashier,Sales & Service,5,TEER 4,Fully Recognized,0,0.5621461421663096,1,Sales & Service,Retail Sales Associate,Retail Trade,0,21500.0,1,1.17,0,0.311
35,M,Family Sponsored,Ontario,East Asia,0,University,3,Health Sciences,Physician,Health,14,TEER 1,Not Assessed,1,0.5349122603130428,0,Not Employed,Not Employed,Not Applicable,0,0.0,6,1.75,0,0.214
46,M,Family Sponsored,Ontario,East Asia,1,High School,4,General Studies,Cashier,Sales & Service,24,TEER 4,Partially Recognized,0,0.5744123647398421,1,Sales & Service,Food Service Supervisor,Accommodation & Food Services,1,20900.0,9,1.21,0,0.313
43,M,Family Sponsored,Ontario,East Asia,1,College,1,Skilled Trades,Truck Driver,"Trades, Transport & Equipment Operators",15,TEER 2,Fully Recognized,0,0.6153545627548049,1,"Trades, Transport & Equipment Operators",Welder,Transportation & Warehousing,0,39100.0,3,0.64,0,0.475
29,M,Family Sponsored,Ontario,East Asia,0,University,1,Finance,HR Specialist,"Business, Finance & Administration",2,TEER 1,Not Assessed,0,0.5224540517500114,0,Not Employed,Not Employed,Not Applicable,0,0.0,36,1.75,0,0.209
38,M,Family Sponsored,Ontario,East Asia,1,University,3,Business Administration,Retail Sales Associate,Sales & Service,14,TEER 4,Fully Recognized,0,0.6387347143108215,0,Not Employed,Not Employed,Not Applicable,0,0.0,6,1.75,0,0.255
50,M,Family Sponsored,Ontario,East Asia,0,University,1,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,22,TEER 5,Not Recognized,0,0.5349122603130428,1,Sales & Service,Cashier,Retail Trade,1,28800.0,46,0.88,0,0.353
40,M,Family Sponsored,Ontario,East Asia,0,College,3,Community Services,Paralegal,"Education, Law & Social Services",13,TEER 1,Not Assessed,1,0.5099678438590336,1,Manufacturing & Utilities,Machine Operator,Transportation & Warehousing,1,20200.0,9,1.25,0,0.285
31,M,Family Sponsored,Ontario,East Asia,1,University,2,Communications,Retail Sales Associate,Sales & Service,1,TEER 4,Not Assessed,0,0.5841605615587884,0,Not Employed,Not Employed,Not Applicable,0,0.0,14,1.75,0,0.234
34,M,Family Sponsored,Ontario,East Asia,0,College,1,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,6,TEER 5,Not Assessed,0,0.5099678438590336,0,Not Employed,Not Employed,Not Applicable,0,0.0,7,1.75,0,0.204
40,M,Family Sponsored,Ontario,East Asia,0,University,2,Engineering Technology,Electrician,"Trades, Transport & Equipment Operators",8,TEER 2,Not Assessed,0,0.5349122603130428,0,Not Employed,Not Employed,Not Applicable,0,0.0,7,1.75,0,0.214
33,M,Family Sponsored,Ontario,East Asia,0,University,2,Manufacturing Technology,Production Worker,Manufacturing & Utilities,7,TEER 5,Partially Recognized,0,0.5498034681201094,0,Not Employed,Not Employed,Not Applicable,0,0.0,23,1.75,0,0.22
32,M,Family Sponsored,Ontario,East Asia,0,High School,2,General Studies,Lawyer,"Education, Law & Social Services",9,TEER 1,Fully Recognized,1,0.49746918629974624,0,Not Employed,Not Employed,Not Applicable,0,0.0,8,1.75,0,0.199
32,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,8,TEER 5,Not Recognized,0,0.6459443691274537,1,Sales & Service,Cashier,Retail Trade,1,26200.0,1,0.96,0,0.371
31,M,Government Assisted Refugee,Ontario,Africa,0,University,3,Engineering Technology,Plumber,"Trades, Transport & Equipment Operators",6,TEER 2,Partially Recognized,0,0.6037845581305988,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.242
43,M,Government Assisted Refugee,Ontario,Africa,0,High School,3,Skilled Trades,Electrician,"Trades, Transport & Equipment Operators",19,TEER 2,Not Assessed,0,0.5451911717465373,0,Not Employed,Not Employed,Not Applicable,0,0.0,33,1.75,0,0.218
24,M,Government Assisted Refugee,Ontario,Africa,1,Postgraduate,5,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,0,TEER 5,Partially Recognized,0,0.6662470132995795,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,22200.0,3,1.14,0,0.355
52,M,Government Assisted Refugee,Ontario,Africa,0,College,1,Skilled Trades,Production Worker,Manufacturing & Utilities,26,TEER 5,Not Recognized,0,0.5649458387634755,1,Manufacturing & Utilities,Machine Operator,Manufacturing,1,22200.0,23,1.14,0,0.315
22,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Business Administration,Retail Sales Associate,Sales & Service,1,TEER 4,Partially Recognized,0,0.6572941945792377,1,Manufacturing & Utilities,Warehouse Labourer,Transportation & Warehousing,1,22600.0,1,1.12,0,0.353
47,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Communications,Cashier,Sales & Service,17,TEER 4,Partially Recognized,0,0.6772711765126339,1,Sales & Service,Retail Sales Associate,Accommodation & Food Services,1,22200.0,6,1.14,0,0.36
53,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,5,Communications,Journalist,"Arts, Culture & Recreation",19,TEER 1,Not Recognized,0,0.5989901910064283,0,Not Employed,Not Employed,Not Applicable,0,0.0,17,1.75,0,0.24
34,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Manufacturing Technology,Production Worker,Manufacturing & Utilities,7,TEER 5,Fully Recognized,0,0.6794530398155013,1,Manufacturing & Utilities,Assembly Line Worker,Transportation & Warehousing,0,31200.0,8,0.81,0,0.435
36,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,3,Communications,Retail Sales Associate,Sales & Service,6,TEER 4,Fully Recognized,0,0.6251016453305006,0,Not Employed,Not Employed,Not Applicable,0,0.0,30,1.75,0,0.25
33,M,Government Assisted Refugee,Ontario,Africa,1,College,1,Hospitality Management,Cashier,Sales & Service,10,TEER 4,Not Assessed,0,0.6413571275705854,0,Not Employed,Not Employed,Not Applicable,0,0.0,16,1.75,0,0.257
37,M,Government Assisted Refugee,Ontario,Africa,0,University,2,Engineering Technology,Truck Driver,"Trades, Transport & Equipment Operators",12,TEER 2,Not Recognized,0,0.5893452490953298,1,"Trades, Transport & Equipment Operators",Electrician,Transportation & Warehousing,0,22200.0,73,1.14,0,0.325
39,M,Government Assisted Refugee,Ontario,Africa,0,College,1,Skilled Trades,Machine Operator,Manufacturing & Utilities,14,TEER 5,Not Recognized,0,0.5649458387634755,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Transportation & Warehousing,1,24200.0,31,1.04,0,0.323
36,M,Government Assisted Refugee,Ontario,Africa,0,College,2,Automotive Technology,Electrician,"Trades, Transport & Equipment Operators",9,TEER 2,Not Recognized,0,0.5550902681514284,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Manufacturing,1,22200.0,4,1.14,0,0.311
34,M,Government Assisted Refugee,Ontario,Africa,1,College,4,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,8,TEER 5,Not Recognized,0,0.6227552337009875,0,Not Employed,Not Employed,Not Applicable,0,0.0,2,1.75,0,0.249
21,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,1,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,1,TEER 5,Not Recognized,0,0.5771926204827397,0,Not Employed,Not Employed,Not Applicable,0,0.0,22,1.75,0,0.231
42,M,Government Assisted Refugee,Ontario,Africa,0,College,4,Skilled Trades,Production Worker,Manufacturing & Utilities,15,TEER 5,Partially Recognized,0,0.5893452490953298,1,Manufacturing & Utilities,Machine Operator,Transportation & Warehousing,1,22200.0,33,1.14,0,0.325
39,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Business Administration,Food Service Supervisor,Sales & Service,10,TEER 4,Not Recognized,0,0.655038079278259,0,Not Employed,Not Employed,Not Applicable,0,0.0,28,1.75,0,0.262
46,M,Government Assisted Refugee,Ontario,Africa,0,University,4,Communications,Food Service Supervisor,Sales & Service,10,TEER 4,Fully Recognized,0,0.6251016453305006,0,Not Employed,Not Employed,Not Applicable,0,0.0,44,1.75,0,0.25
36,M,Government Assisted Refugee,Ontario,Africa,1,University,3,Business Administration,Cashier,Sales & Service,10,TEER 4,Not Assessed,0,0.6640197097290589,1,Manufacturing & Utilities,Warehouse Labourer,Manufacturing,1,22200.0,39,1.14,0,0.354
33,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,3,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,10,TEER 5,Not Recognized,0,0.5989901910064283,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.24
41,M,Government Assisted Refugee,Ontario,Africa,1,University,3,Communications,Cashier,Sales & Service,17,TEER 4,Partially Recognized,0,0.6772711765126339,1,Sales & Service,Cashier,Retail Trade,1,22300.0,4,1.13,0,0.36
30,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Design,Journalist,"Arts, Culture & Recreation",6,TEER 1,Fully Recognized,0,0.6794530398155013,1,"Arts, Culture & Recreation",Graphic Designer,Information & Cultural Industries,0,27000.0,1,0.93,0,0.394
39,M,Government Assisted Refugee,Ontario,Africa,1,College,3,Early Childhood Education,Teacher,"Education, Law & Social Services",15,TEER 1,Not Recognized,1,0.6227552337009875,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.249
41,M,Government Assisted Refugee,Ontario,Africa,1,University,4,Manufacturing Technology,Assembly Line Worker,Manufacturing & Utilities,12,TEER 5,Partially Recognized,0,0.6772711765126339,1,Sales & Service,Retail Sales Associate,Retail Trade,1,22200.0,3,1.14,0,0.36
33,M,Government Assisted Refugee,Ontario,Africa,1,University,4,Business Administration,Customer Service Representative,Sales & Service,3,TEER 4,Fully Recognized,0,0.6617850877822428,0,Not Employed,Not Employed,Not Applicable,0,0.0,8,1.75,0,0.265
44,M,Government Assisted Refugee,Ontario,Africa,0,University,2,Engineering Technology,Electrician,"Trades, Transport & Equipment Operators",16,TEER 2,Not Recognized,0,0.5893452490953298,0,Not Employed,Not Employed,Not Applicable,0,0.0,37,1.75,0,0.236
38,M,Government Assisted Refugee,Ontario,Africa,0,High School,2,Skilled Trades,Welder,"Trades, Transport & Equipment Operators",17,TEER 2,Not Recognized,0,0.5352562271791936,1,Sales & Service,Cashier,Accommodation & Food Services,1,22200.0,4,1.14,0,0.303
32,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,4,Manufacturing Technology,Production Worker,Manufacturing & Utilities,5,TEER 5,Not Assessed,0,0.5989901910064283,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,0,32500.0,29,0.78,0,0.414
42,M,Government Assisted Refugee,Ontario,Africa,0,University,1,Manufacturing Technology,Production Worker,Manufacturing & Utilities,17,TEER 5,Partially Recognized,0,0.6133128826230688,0,Not Employed,Not Employed,Not Applicable,0,0.0,16,1.75,0,0.245
30,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Media Studies,Journalist,"Arts, Culture & Recreation",3,TEER 1,Partially Recognized,0,0.6505049102269573,1,"Arts, Culture & Recreation",Photographer,Information & Cultural Industries,0,25000.0,3,1.01,0,0.36
42,M,Government Assisted Refugee,Ontario,Africa,1,High School,2,Skilled Trades,Machine Operator,Manufacturing & Utilities,18,TEER 5,Partially Recognized,0,0.6274421935449946,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,0,24000.0,7,1.05,0,0.347
42,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,4,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,12,TEER 5,Partially Recognized,0,0.6227552337009875,1,Sales & Service,Customer Service Representative,Retail Trade,1,22200.0,1,1.14,0,0.338
39,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Economics,Bookkeeper,"Business, Finance & Administration",7,TEER 1,Not Assessed,0,0.655038079278259,1,"Business, Finance & Administration",HR Specialist,Public Administration,0,35800.0,49,0.7,0,0.465
39,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,2,Economics,Financial Analyst,"Business, Finance & Administration",12,TEER 1,Not Recognized,0,0.5989901910064283,0,Not Employed,Not Employed,Not Applicable,0,0.0,7,1.75,0,0.24
32,M,Government Assisted Refugee,Ontario,Africa,0,University,2,Communications,Musician,"Arts, Culture & Recreation",6,TEER 1,Not Recognized,0,0.5796311308052656,1,"Trades, Transport & Equipment Operators",Welder,Construction,1,22200.0,2,1.14,0,0.321
39,M,Government Assisted Refugee,Ontario,Africa,0,University,4,Manufacturing Technology,Machine Operator,Manufacturing & Utilities,10,TEER 5,Fully Recognized,0,0.6251016453305006,0,Not Employed,Not Employed,Not Applicable,0,0.0,18,1.75,0,0.25
30,M,Government Assisted Refugee,Ontario,Africa,0,University,4,Manufacturing Technology,Production Worker,Manufacturing & Utilities,5,TEER 5,Not Assessed,0,0.5893452490953298,1,Manufacturing & Utilities,Assembly Line Worker,Manufacturing,1,22200.0,38,1.14,0,0.325
37,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,2,Business Administration,Food Service Supervisor,Sales & Service,6,TEER 4,Not Assessed,0,0.5989901910064283,0,Not Employed,Not Employed,Not Applicable,0,0.0,50,1.75,0,0.24
43,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Manufacturing Technology,Machine Operator,Manufacturing & Utilities,16,TEER 5,Not Assessed,0,0.6640197097290589,0,Not Employed,Not Employed,Not Applicable,0,0.0,3,1.75,0,0.266
45,M,Government Assisted Refugee,Ontario,Africa,1,University,4,Manufacturing Technology,Production Worker,Manufacturing & Utilities,16,TEER 5,Not Recognized,0,0.655038079278259,1,Manufacturing & Utilities,Warehouse Labourer,Manufacturing,1,22200.0,2,1.14,0,0.351
29,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Communications,Food Service Supervisor,Sales & Service,4,TEER 4,Not Recognized,0,0.6344277167457534,1,"Trades, Transport & Equipment Operators",Auto Mechanic,Construction,1,22200.0,5,1.14,0,0.343
34,M,Government Assisted Refugee,Ontario,Africa,1,High School,2,General Studies,Software Developer,Natural & Applied Sciences,13,TEER 1,Not Assessed,0,0.6133128826230688,1,Natural & Applied Sciences,IT Analyst,Information Technology,0,33600.0,6,0.75,0,0.43
24,M,Government Assisted Refugee,Ontario,Africa,1,College,4,Skilled Trades,Warehouse Labourer,Manufacturing & Utilities,0,TEER 5,Not Assessed,0,0.6204030543532039,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,0,24100.0,12,1.05,0,0.345
42,M,Government Assisted Refugee,Ontario,Africa,0,Postgraduate,1,Media Studies,Graphic Designer,"Arts, Culture & Recreation",10,TEER 1,Not Recognized,0,0.5989901910064283,0,Not Employed,Not Employed,Not Applicable,0,0.0,1,1.75,0,0.24
35,M,Government Assisted Refugee,Ontario,Africa,0,University,2,Communications,Customer Service Representative,Sales & Service,8,TEER 4,Not Assessed,0,0.5893452490953298,1,"Trades, Transport & Equipment Operators",Plumber,Construction,1,28400.0,24,0.89,0,0.371
35,M,Government Assisted Refugee,Ontario,Africa,1,University,3,Accounting,Bookkeeper,"Business, Finance & Administration",10,TEER 1,Not Assessed,0,0.6640197097290589,0,Not Employed,Not Employed,Not Applicable,0,0.0,17,1.75,0,0.266
30,M,Government Assisted Refugee,Ontario,Africa,1,Postgraduate,1,Manufacturing Technology,Machine Operator,Manufacturing & Utilities,1,TEER 5,Not Assessed,0,0.6459443691274537,1,Manufacturing & Utilities,Machine Operator,Manufacturing,0,22200.0,19,1.14,0,0.347
37,M,Government Assisted Refugee,Ontario,Africa,1,University,2,Manufacturing Technology,Machine Operator,Manufacturing & Utilities,12,TEER 5,Not Assessed,0,0.6640197097290589,1,Manufacturing & Utilities,Production Worker,Transportation & Warehousing,1,22200.0,2,1.14,0,0.354
38,M,Government Assisted Refugee,Ontario,Africa,1,University,1,Communications,Food Service Supervisor,Sales & Service,12,TEER 4,Not Assessed,0,0.6640197097290589,1,Sales & Service,Cashier,Accommodation & Food Services,1,22200.0,40,1.14,0,0.354
27,M,Government Assisted Refugee,Ontario,Africa,0,University,2,Manufacturing Technology,Production Worker,Manufacturing & Utilities,3,TEER 5,Not Recognized,0,0.56740204347266,1,Sales & Service,Customer Service Representative,Accommodation & Food Services,1,22200.0,53,1.14,0,0.316
38,M,Government Assisted Refugee,Ontario,Africa,0,High School,4,Skilled Trades,Production Worker,Manufacturing & Utilities,17,TEER 5,Partially Recognized,0,0.5600239689649151,1,"Trades, Transport & Equipment Operators",Truck Driver,Construction,1,22200.0,35,1.14,0,0.313
35,M,Government Assisted Refugee,Ontario,Africa,1,College,4,Manufacturing Technology,Warehouse Labourer,Manufacturing & Utilities,8,TEER 5,Not Recognized,0,0.6227552337009875,1,Sales & Service,Food Service Supervisor,Accommodation & Food Services,1,22200.0,18,1.14,0,0.338
